quantity,unit_price,order_date,promised_delivery_time,actual_delivery_time,delivery_status_x,order_total,payment_method,product_name_x,category_x,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,delivery_time_minutes_x,distance_km_x,delivery_status_y,order_hour,order_dayofweek,is_weekend,customer_total_orders,customer_total_spend,customer_avg_order_value,customer_total_quantity,last_order_date,customer_recency_days,is_repeat_customer,product_name_y,category_y,total_units_sold,product_total_revenue,product_revenue_share,delivery_time_minutes_y,distance_km_y,delayed_flag
3,416.65,2024-02-11 09:20:45,2024-02-11 09:39:45,2024-02-11 10:02:45,Significantly Delayed,1131.6,UPI,potatoes,fruits & vegetables,rege group,416.65,555.53,25.0,3,11,63,23.0,2.37,Significantly Delayed,9,6,1,1,1131.6,1131.6,3,2024-02-11 09:20:45,267,0,potatoes,fruits & vegetables,41,48351.04,0.0043918326023837,23.0,2.37,0
3,448.16,2024-02-09 03:46:39,2024-02-09 04:02:39,2024-02-09 04:19:39,Significantly Delayed,3845.82,Card,soap,personal care,barman inc,448.16,689.48,35.0,365,20,67,17.0,4.5,Significantly Delayed,3,4,0,2,7238.01,3619.005,5,2024-06-06 23:04:27,150,1,soap,personal care,38,43155.87,0.0039199437457856,17.0,4.5,0
2,508.0,2023-10-10 05:21:44,2023-10-10 05:41:44,2023-10-10 05:42:44,On Time,3580.46,Card,dish soap,household care,dhar plc,508.0,677.33,25.0,365,17,59,1.0,3.94,On Time,5,1,0,5,13237.19,2647.438,12,2024-11-03 07:53:59,1,1,dish soap,household care,51,58768.96,0.0053381154683784,1.0,3.94,0
1,422.23,2024-05-21 14:38:44,2024-05-21 14:56:44,2024-05-21 15:18:44,Significantly Delayed,2728.49,UPI,cola,cold drinks & juices,rastogi inc,422.23,603.19,30.0,180,26,52,22.0,1.81,Significantly Delayed,14,1,0,2,3753.55,1876.775,4,2024-05-21 14:38:44,167,1,cola,cold drinks & juices,25,21671.86,0.0019685032897388,22.0,1.81,0
2,144.19,2024-06-14 02:41:43,2024-06-14 02:52:43,2024-06-14 02:56:43,On Time,939.55,Wallet,pulses,grocery & staples,naik ltd,144.19,169.64,15.0,365,27,61,4.0,0.54,On Time,2,4,0,4,8749.83,2187.4575,10,2024-10-05 10:53:10,30,1,pulses,grocery & staples,25,29917.44,0.0027174676774658,4.0,0.54,0
2,212.61,2023-10-07 04:05:52,2023-10-07 04:23:52,2023-10-07 04:52:52,Significantly Delayed,140.8,Cash,toilet cleaner,household care,thaman-lanka,212.61,283.48,25.0,365,10,52,29.0,2.3,Significantly Delayed,4,5,1,2,2650.36,1325.18,4,2023-10-07 04:05:52,394,1,toilet cleaner,household care,32,28143.97,0.0025563794492633,29.0,2.3,0
2,922.64,2023-06-07 13:43:08,2023-06-07 13:59:08,2023-06-07 13:58:08,On Time,4202.96,Card,cheese,dairy & breakfast,padmanabhan-virk,922.64,1153.3,20.0,7,13,66,-1.0,2.03,On Time,13,2,0,2,5098.4400000000005,2549.2200000000003,5,2023-06-07 13:43:08,516,1,cheese,dairy & breakfast,35,39403.69,0.0035791248832749,-1.0,2.03,0
2,976.55,2023-11-08 12:59:26,2023-11-08 13:09:26,2023-11-08 13:39:26,Significantly Delayed,1181.36,UPI,nuts,snacks & munchies,bahl-pau,976.55,1502.38,35.0,90,12,75,30.0,2.89,Significantly Delayed,12,2,0,4,5239.79,1309.9475,10,2024-08-07 04:29:32,89,1,nuts,snacks & munchies,38,39588.43,0.0035959052287434,30.0,2.89,0
1,910.44,2023-12-28 00:03:12,2023-12-28 00:19:12,2023-12-28 00:17:12,On Time,3820.42,Wallet,curd,dairy & breakfast,handa plc,910.44,1138.05,20.0,7,14,92,-2.0,3.15,On Time,0,3,0,1,3820.42,3820.42,1,2023-12-28 00:03:12,312,0,curd,dairy & breakfast,32,40667.09,0.0036938823178585,-2.0,3.15,0
1,483.05,2023-12-23 01:02:42,2023-12-23 01:12:42,2023-12-23 01:33:42,Significantly Delayed,372.99,Card,biscuits,snacks & munchies,yohannan inc,483.05,743.15,35.0,90,21,76,21.0,1.68,Significantly Delayed,1,5,1,2,3305.4300000000003,1652.715,2,2023-12-23 01:02:42,317,1,biscuits,snacks & munchies,37,40695.880000000005,0.0036964973776509,21.0,1.68,0
1,946.86,2023-07-29 19:09:41,2023-07-29 19:20:41,2023-07-29 19:21:41,On Time,1439.56,Cash,mangoes,fruits & vegetables,"suresh, bose and bajwa",946.86,1262.48,25.0,3,21,84,1.0,1.68,On Time,19,5,1,2,3623.08,1811.54,3,2024-06-22 20:14:13,135,1,mangoes,fruits & vegetables,40,39583.24,0.0035954338094894,1.0,1.68,0
1,162.67,2024-07-05 09:03:19,2024-07-05 09:23:19,2024-07-05 09:22:19,On Time,909.62,Cash,detergent,household care,lalla-srinivasan,162.67,216.89,25.0,365,11,82,-1.0,1.73,On Time,9,4,0,1,909.62,909.62,1,2024-07-05 09:03:19,122,0,detergent,household care,44,48561.17,0.0044109191780755,-1.0,1.73,0
3,738.46,2023-09-25 15:08:53,2023-09-25 15:25:53,2023-09-25 15:24:53,On Time,1823.12,UPI,cola,cold drinks & juices,khurana-dewan,738.46,1054.94,30.0,180,20,68,-1.0,4.28,On Time,15,0,0,2,3703.69,1851.845,4,2024-10-25 23:31:21,9,1,cola,cold drinks & juices,43,40586.84,0.0036865930317058,-1.0,4.28,0
1,530.85,2024-04-11 02:15:28,2024-04-11 02:34:28,2024-04-11 02:33:28,On Time,1608.38,UPI,pain reliever,pharmacy,"batra, sant and mandal",530.85,663.56,20.0,365,29,63,-1.0,4.12,On Time,2,3,0,3,7535.48,2511.826666666667,6,2024-04-11 02:15:28,207,1,pain reliever,pharmacy,50,64400.84,0.0058496716664811,-1.0,4.12,0
1,166.42,2024-10-04 07:41:16,2024-10-04 08:00:16,2024-10-04 08:00:16,On Time,225.21,UPI,nuts,snacks & munchies,kala-vig,166.42,256.03,35.0,90,13,76,0.0,3.92,On Time,7,4,0,1,225.21,225.21,1,2024-10-04 07:41:16,31,0,nuts,snacks & munchies,41,51913.03,0.004715376083793,0.0,3.92,0
3,922.64,2024-05-23 16:52:07,2024-05-23 17:11:07,2024-05-23 17:33:07,Significantly Delayed,1435.7,UPI,cheese,dairy & breakfast,padmanabhan-virk,922.64,1153.3,20.0,7,13,66,22.0,1.99,Significantly Delayed,16,3,0,1,1435.7,1435.7,3,2024-05-23 16:52:07,165,0,cheese,dairy & breakfast,35,39403.69,0.0035791248832749,22.0,1.99,0
2,858.57,2024-05-17 13:22:20,2024-05-17 13:38:20,2024-05-17 13:39:20,On Time,3176.5,Wallet,mango drink,cold drinks & juices,hayre-shere,858.57,1226.53,30.0,180,12,76,1.0,3.46,On Time,13,4,0,3,6129.04,2043.013333333333,6,2024-08-14 11:06:48,82,1,mango drink,cold drinks & juices,34,37832.21,0.0034363838564429,1.0,3.46,0
3,720.95,2024-05-06 11:07:24,2024-05-06 11:18:24,2024-05-06 11:31:24,Slightly Delayed,3303.42,Cash,cat food,pet care,majumdar plc,720.95,1109.15,35.0,365,28,95,13.0,1.86,Slightly Delayed,11,0,0,3,7458.530000000001,2486.1766666666667,7,2024-09-22 20:04:15,43,1,cat food,pet care,45,43712.39,0.0039704936963116,13.0,1.86,0
1,632.43,2023-07-09 20:06:51,2023-07-09 20:18:51,2023-07-09 20:23:51,On Time,561.59,UPI,pain reliever,pharmacy,basu and sons,632.43,790.54,20.0,365,16,89,5.0,2.1,On Time,20,6,1,2,2725.29,1362.645,3,2023-07-09 20:06:51,484,1,pain reliever,pharmacy,60,68301.33,0.0062039618564599,5.0,2.1,0
2,392.22,2024-10-19 04:23:53,2024-10-19 04:34:53,2024-10-19 04:39:53,On Time,4078.0,Cash,pet treats,pet care,narayanan-kumar,392.22,603.42,35.0,365,30,98,5.0,3.67,On Time,4,5,1,5,8966.91,1793.382,11,2024-10-19 04:23:53,16,1,pet treats,pet care,42,48902.37,0.0044419111336556,5.0,3.67,0
3,598.83,2023-05-09 02:49:46,2023-05-09 03:07:46,2023-05-09 03:12:46,On Time,3658.91,UPI,milk,dairy & breakfast,"wali, virk and iyer",598.83,748.54,20.0,7,27,74,5.0,2.51,On Time,2,1,0,1,3658.91,3658.91,3,2023-05-09 02:49:46,545,0,milk,dairy & breakfast,56,60566.8,0.0055014172779334,5.0,2.51,0
1,415.75,2023-08-22 00:07:05,2023-08-22 00:20:05,2023-08-22 00:34:05,Slightly Delayed,1246.94,Cash,pulses,grocery & staples,cherian-dara,415.75,489.12,15.0,365,14,83,14.0,3.77,Slightly Delayed,0,1,0,2,4433.79,2216.895,4,2023-08-22 00:07:05,440,1,pulses,grocery & staples,52,47511.72,0.0043155952982878,14.0,3.77,0
2,827.44,2023-04-15 13:22:44,2023-04-15 13:42:44,2023-04-15 13:37:44,On Time,1787.9,UPI,diapers,baby care,"kurian, patla and sanghvi",827.44,1182.06,30.0,365,19,84,-5.0,3.57,On Time,13,5,1,2,3677.25,1838.625,3,2024-06-19 02:55:22,138,1,diapers,baby care,45,50480.81,0.004585284352782,-5.0,3.57,0
3,631.7,2023-10-03 19:11:52,2023-10-03 19:26:52,2023-10-03 19:29:52,On Time,217.5,Card,carrots,fruits & vegetables,mohan group,631.7,842.27,25.0,3,25,96,3.0,4.92,On Time,19,1,0,4,6582.62,1645.655,7,2024-10-17 17:08:04,18,1,carrots,fruits & vegetables,25,26784.07,0.0024328567048511,3.0,4.92,0
1,397.68,2023-08-26 16:15:41,2023-08-26 16:25:41,2023-08-26 16:23:41,On Time,504.2,UPI,dish soap,household care,muni-shankar,397.68,530.24,25.0,365,27,92,-2.0,0.73,On Time,16,5,1,2,1715.1,857.5500000000001,2,2024-07-10 14:21:12,117,1,dish soap,household care,48,38743.84,0.0035191892388154,-2.0,0.73,0
3,83.18,2023-07-10 16:09:06,2023-07-10 16:19:06,2023-07-10 16:18:06,On Time,1261.7,Wallet,pet treats,pet care,raja and sons,83.18,127.97,35.0,365,25,73,-1.0,2.16,On Time,16,0,0,4,12693.39,3173.3475,9,2024-10-22 11:12:07,13,1,pet treats,pet care,46,56750.15,0.0051547424617994,-1.0,2.16,0
1,328.51,2024-02-27 16:10:19,2024-02-27 16:23:19,2024-02-27 16:20:19,On Time,2230.61,UPI,cough syrup,pharmacy,"savant, batta and mander",328.51,410.64,20.0,365,25,51,-3.0,4.82,On Time,16,1,0,6,16365.66,2727.61,9,2024-02-27 16:10:19,251,1,cough syrup,pharmacy,35,43153.42,0.0039197212068314,-3.0,4.82,0
3,826.21,2023-04-11 01:17:20,2023-04-11 01:33:20,2023-04-11 01:36:20,On Time,1254.05,Wallet,eggs,dairy & breakfast,"raghavan, magar and shanker",826.21,1032.76,20.0,7,15,75,3.0,2.57,On Time,1,1,0,4,9062.53,2265.6325,12,2024-07-12 18:52:29,115,1,eggs,dairy & breakfast,38,37005.12,0.0033612574304734,3.0,2.57,0
3,212.14,2024-03-27 11:56:09,2024-03-27 12:09:09,2024-03-27 12:24:09,Slightly Delayed,2505.6,Card,potatoes,fruits & vegetables,chadha and sons,212.14,282.85,25.0,3,23,70,15.0,4.89,Slightly Delayed,11,2,0,1,2505.6,2505.6,3,2024-03-27 11:56:09,222,0,potatoes,fruits & vegetables,41,46902.66,0.0042602730225971,15.0,4.89,0
3,141.28,2024-10-01 03:21:09,2024-10-01 03:41:09,2024-10-01 03:45:09,On Time,3835.46,UPI,dish soap,household care,khalsa-bhavsar,141.28,188.37,25.0,365,25,98,4.0,1.86,On Time,3,1,0,2,4621.13,2310.565,6,2024-10-01 03:21:09,34,1,dish soap,household care,39,52699.85,0.0047868446960133,4.0,1.86,0
1,223.27,2023-12-15 21:50:57,2023-12-15 22:09:57,2023-12-15 22:28:57,Significantly Delayed,2497.98,UPI,onions,fruits & vegetables,ratta-sagar,223.27,297.69,25.0,3,29,91,19.0,1.48,Significantly Delayed,21,4,0,4,8817.53,2204.3825,7,2024-08-31 13:11:39,65,1,onions,fruits & vegetables,39,42675.04,0.0038762688864609,19.0,1.48,0
1,481.63,2023-09-28 17:25:52,2023-09-28 17:35:52,2023-09-28 17:36:52,On Time,1937.41,Cash,curd,dairy & breakfast,shetty and sons,481.63,602.04,20.0,7,11,59,1.0,2.41,On Time,17,3,0,2,3035.8500000000004,1517.9250000000002,4,2024-01-01 22:52:54,307,1,curd,dairy & breakfast,31,46411.03,0.0042156171752294,1.0,2.41,0
1,319.8,2024-01-21 04:31:08,2024-01-21 04:41:08,2024-01-21 04:51:08,Slightly Delayed,2563.4,Wallet,lotion,personal care,munshi-grewal,319.8,492.0,35.0,365,19,75,10.0,1.83,Slightly Delayed,4,6,1,3,11719.01,3906.3366666666666,5,2024-05-29 22:09:17,158,1,lotion,personal care,44,60130.82,0.0054618162439539,10.0,1.83,0
3,136.6,2024-02-28 19:04:46,2024-02-28 19:17:46,2024-02-28 19:14:46,On Time,2184.8,Card,biscuits,snacks & munchies,"swaminathan, mahal and dara",136.6,210.15,35.0,90,25,67,-3.0,2.79,On Time,19,2,0,4,8019.36,2004.84,8,2024-02-28 19:04:46,250,1,biscuits,snacks & munchies,49,49113.54,0.0044610921748627,-3.0,2.79,0
1,607.67,2023-07-20 19:20:42,2023-07-20 19:35:42,2023-07-20 19:34:42,On Time,3252.54,Wallet,baby food,baby care,srinivas plc,607.67,868.1,30.0,365,21,64,-1.0,2.16,On Time,19,3,0,2,3490.16,1745.08,3,2024-10-26 02:02:39,9,1,baby food,baby care,26,24143.91,0.0021930450945216,-1.0,2.16,0
1,209.59,2023-11-02 09:59:32,2023-11-02 10:11:32,2023-11-02 10:14:32,On Time,2912.9,Wallet,tomatoes,fruits & vegetables,barad and sons,209.59,279.45,25.0,3,10,51,3.0,2.24,On Time,9,3,0,5,13118.19,2623.638,9,2024-09-23 13:07:12,42,1,tomatoes,fruits & vegetables,31,50912.39,0.0046244857249662,3.0,2.24,0
1,475.04,2023-06-02 20:43:59,2023-06-02 21:03:59,2023-06-02 21:01:59,On Time,3505.44,Wallet,frozen biryani,instant & frozen food,viswanathan-sha,475.04,791.73,40.0,180,23,66,-2.0,4.5,On Time,20,4,0,3,8492.64,2830.88,5,2024-10-14 00:24:10,21,1,frozen biryani,instant & frozen food,50,52307.02,0.0047511630725944,-2.0,4.5,0
3,832.06,2023-05-22 09:43:39,2023-05-22 09:54:39,2023-05-22 09:52:39,On Time,1609.53,Cash,vitamins,pharmacy,kara-golla,832.06,1040.07,20.0,365,26,66,-2.0,2.96,On Time,9,0,0,1,1609.53,1609.53,3,2023-05-22 09:43:39,532,0,vitamins,pharmacy,36,41548.05,0.0037739018758535,-2.0,2.96,0
2,869.22,2023-10-14 20:23:47,2023-10-14 20:40:47,2023-10-14 20:43:47,On Time,2419.41,Cash,tomatoes,fruits & vegetables,ramakrishnan-ghose,869.22,1158.96,25.0,3,28,88,3.0,2.81,On Time,20,5,1,4,5033.89,1258.4725,9,2024-08-23 16:05:00,73,1,tomatoes,fruits & vegetables,39,39955.28,0.0036292270309256,3.0,2.81,0
2,309.62,2024-02-06 08:44:48,2024-02-06 09:02:48,2024-02-06 08:58:48,On Time,3496.85,Card,lotion,personal care,arora llc,309.62,476.34,35.0,365,22,90,-4.0,3.04,On Time,8,1,0,2,7207.4,3603.7,3,2024-02-06 08:44:48,272,1,lotion,personal care,32,38190.14,0.0034688954351674,-4.0,3.04,0
3,820.9,2023-12-08 18:15:56,2023-12-08 18:27:56,2023-12-08 18:37:56,Slightly Delayed,3498.69,UPI,cat food,pet care,"anne, mammen and khatri",820.9,1262.92,35.0,365,30,97,10.0,4.4,Slightly Delayed,18,4,0,4,10291.47,2572.8675000000003,11,2024-07-19 14:29:26,108,1,cat food,pet care,49,48543.57,0.0044093205308943,10.0,4.4,0
2,417.39,2023-11-16 04:11:04,2023-11-16 04:21:04,2023-11-16 04:41:04,Significantly Delayed,3876.19,Card,rice,grocery & staples,"ramanathan, agarwal and baria",417.39,491.05,15.0,365,20,72,20.0,1.72,Significantly Delayed,4,3,0,7,17178.65,2454.092857142857,15,2024-09-24 05:38:46,41,1,rice,grocery & staples,36,33139.55,0.0030101391018336,20.0,1.72,0
1,319.8,2024-01-13 09:26:19,2024-01-13 09:37:19,2024-01-13 09:39:19,On Time,1781.72,Wallet,lotion,personal care,munshi-grewal,319.8,492.0,35.0,365,19,75,2.0,1.38,On Time,9,5,1,4,6683.52,1670.88,7,2024-01-13 09:26:19,296,1,lotion,personal care,44,60130.82,0.0054618162439539,2.0,1.38,0
1,347.91,2024-05-12 02:52:07,2024-05-12 03:11:07,2024-05-12 03:16:07,On Time,469.82,Wallet,wheat flour,grocery & staples,memon-barad,347.91,409.31,15.0,365,14,85,5.0,1.86,On Time,2,6,1,3,4051.72,1350.5733333333333,4,2024-06-18 12:05:53,139,1,wheat flour,grocery & staples,47,45450.27,0.0041283492055836,5.0,1.86,0
3,13.25,2024-02-11 13:33:15,2024-02-11 13:47:15,2024-02-11 13:42:15,On Time,4027.79,UPI,potatoes,fruits & vegetables,chandran-dass,13.25,17.67,25.0,3,20,86,-5.0,1.44,On Time,13,6,1,2,4579.99,2289.995,6,2024-02-11 13:33:15,267,1,potatoes,fruits & vegetables,36,45745.130000000005,0.0041551319958015,-5.0,1.44,0
3,826.21,2024-02-23 02:42:53,2024-02-23 02:57:53,2024-02-23 03:22:53,Significantly Delayed,2722.28,Wallet,biscuits,snacks & munchies,"kunda, dave and sahni",826.21,1271.09,35.0,90,20,64,25.0,0.69,Significantly Delayed,2,4,0,4,10949.41,2737.3525,8,2024-02-23 02:42:53,255,1,biscuits,snacks & munchies,41,27057.78,0.0024577183934849,25.0,0.69,0
3,877.98,2024-09-10 12:43:15,2024-09-10 13:02:15,2024-09-10 13:05:15,On Time,3231.88,Cash,toothpaste,personal care,"kibe, contractor and randhawa",877.98,1350.74,35.0,365,23,85,3.0,1.69,On Time,12,1,0,3,6909.34,2303.113333333333,8,2024-09-10 12:43:15,55,1,toothpaste,personal care,50,50156.91,0.0045558637947151,3.0,1.69,0
2,236.51,2024-07-30 05:14:35,2024-07-30 05:33:35,2024-07-30 05:41:35,Slightly Delayed,4467.79,Card,baby food,baby care,kashyap-reddy,236.51,337.87,30.0,365,11,81,8.0,4.16,Slightly Delayed,5,1,0,4,14771.59,3692.8975,9,2024-07-30 05:14:35,97,1,baby food,baby care,34,47615.39,0.0043250118751781,8.0,4.16,0
3,720.95,2023-07-31 12:17:00,2023-07-31 12:27:00,2023-07-31 12:28:00,On Time,941.19,Wallet,cat food,pet care,majumdar plc,720.95,1109.15,35.0,365,28,95,1.0,4.61,On Time,12,0,0,4,8718.880000000001,2179.7200000000003,9,2023-11-12 20:03:13,358,1,cat food,pet care,45,43712.39,0.0039704936963116,1.0,4.61,0
2,309.62,2023-08-07 01:57:04,2023-08-07 02:11:04,2023-08-07 02:06:04,On Time,1163.18,Card,lotion,personal care,arora llc,309.62,476.34,35.0,365,22,90,-5.0,4.76,On Time,1,0,0,2,2073.37,1036.685,3,2024-08-22 02:04:33,74,1,lotion,personal care,32,38190.14,0.0034688954351674,-5.0,4.76,0
3,491.39,2024-04-23 22:02:29,2024-04-23 22:17:29,2024-04-23 22:18:29,On Time,2428.41,Card,dog food,pet care,ramanathan group,491.39,755.98,35.0,365,21,84,1.0,1.15,On Time,22,1,0,5,12293.97,2458.794,12,2024-11-01 03:43:48,3,1,dog food,pet care,34,38077.39,0.0034586541016631,1.0,1.15,0
2,439.24,2023-08-14 02:30:24,2023-08-14 02:48:24,2023-08-14 02:43:24,On Time,895.76,UPI,dish soap,household care,barman-ahluwalia,439.24,585.65,25.0,365,27,88,-5.0,1.7,On Time,2,0,0,5,7849.540000000001,1569.908,8,2024-10-11 11:49:32,24,1,dish soap,household care,41,42544.07,0.0038643725897952,-5.0,1.7,0
3,114.52,2024-04-23 22:23:51,2024-04-23 22:36:51,2024-04-23 22:51:51,Slightly Delayed,1013.9,UPI,baby wipes,baby care,lall llc,114.52,163.6,30.0,365,29,56,15.0,4.71,Slightly Delayed,22,1,0,2,4283.5,2141.75,5,2024-04-23 22:23:51,194,1,baby wipes,baby care,68,60246.8,0.0054723509655488,15.0,4.71,0
3,831.43,2023-08-18 18:41:22,2023-08-18 18:54:22,2023-08-18 19:08:22,Slightly Delayed,310.69,UPI,biscuits,snacks & munchies,jani-ram,831.43,1279.12,35.0,90,10,79,14.0,4.02,Slightly Delayed,18,4,0,3,4256.13,1418.71,6,2024-06-17 18:13:50,140,1,biscuits,snacks & munchies,35,43748.53,0.0039737763729665,14.0,4.02,0
1,877.98,2023-03-21 15:25:10,2023-03-21 15:44:10,2023-03-21 15:54:10,Slightly Delayed,2379.82,Cash,toothpaste,personal care,"kibe, contractor and randhawa",877.98,1350.74,35.0,365,23,85,10.0,0.94,Slightly Delayed,15,1,0,2,5153.05,2576.525,2,2024-03-24 07:14:59,225,1,toothpaste,personal care,50,50156.91,0.0045558637947151,10.0,0.94,0
1,915.45,2024-07-26 15:41:14,2024-07-26 15:51:14,2024-07-26 15:46:14,On Time,612.04,Card,dish soap,household care,hans inc,915.45,1220.6,25.0,365,25,60,-5.0,2.57,On Time,15,4,0,5,9683.43,1936.686,7,2024-07-26 15:41:14,101,1,dish soap,household care,29,46955.29,0.0042650535226622,-5.0,2.57,0
3,877.43,2023-12-25 21:38:52,2023-12-25 21:49:52,2023-12-25 21:46:52,On Time,2088.54,Cash,onions,fruits & vegetables,agarwal-dhar,877.43,1169.91,25.0,3,21,71,-3.0,1.1,On Time,21,0,0,5,10026.4,2005.28,11,2024-07-09 23:14:20,117,1,onions,fruits & vegetables,42,39946.37,0.0036284177157902,-3.0,1.1,0
2,53.49,2023-04-06 12:40:21,2023-04-06 12:50:21,2023-04-06 12:50:21,On Time,888.12,Wallet,frozen pizza,instant & frozen food,chauhan inc,53.49,89.15,40.0,180,14,73,0.0,2.94,On Time,12,3,0,3,3576.86,1192.2866666666666,6,2024-08-10 12:35:37,86,1,frozen pizza,instant & frozen food,32,22519.95,0.0020455371924585,0.0,2.94,0
1,136.6,2023-07-04 15:36:23,2023-07-04 15:47:23,2023-07-04 15:50:23,On Time,2880.22,Cash,biscuits,snacks & munchies,"swaminathan, mahal and dara",136.6,210.15,35.0,90,25,67,3.0,1.44,On Time,15,1,0,2,6230.75,3115.375,2,2024-07-29 02:53:06,98,1,biscuits,snacks & munchies,49,49113.54,0.0044610921748627,3.0,1.44,0
3,728.73,2023-12-06 20:58:03,2023-12-06 21:15:03,2023-12-06 21:13:03,On Time,2063.11,Wallet,bananas,fruits & vegetables,"wable, randhawa and mutti",728.73,971.64,25.0,3,27,82,-2.0,3.03,On Time,20,2,0,3,6189.47,2063.1566666666668,9,2023-12-06 20:58:03,333,1,bananas,fruits & vegetables,29,30119.35,0.0027358076122582,-2.0,3.03,0
2,883.44,2024-10-31 07:36:44,2024-10-31 07:50:44,2024-10-31 07:48:44,On Time,4675.99,Card,cola,cold drinks & juices,pal-sehgal,883.44,1262.06,30.0,180,28,58,-2.0,2.65,On Time,7,3,0,2,7509.24,3754.62,3,2024-10-31 07:36:44,4,1,cola,cold drinks & juices,35,36661.88,0.0033300801771519,-2.0,2.65,0
3,551.88,2024-07-19 06:03:25,2024-07-19 06:23:25,2024-07-19 06:24:25,On Time,307.23,Card,pulses,grocery & staples,"vaidya, amble and palla",551.88,649.27,15.0,365,14,60,1.0,3.35,On Time,6,4,0,6,13120.92,2186.82,13,2024-10-21 20:15:16,14,1,pulses,grocery & staples,42,40415.71,0.0036710489128358,1.0,3.35,0
2,127.16,2024-01-23 03:50:24,2024-01-23 04:10:24,2024-01-23 04:38:24,Significantly Delayed,697.53,UPI,potatoes,fruits & vegetables,ramaswamy-tata,127.16,169.55,25.0,3,20,65,28.0,1.43,Significantly Delayed,3,1,0,4,7567.34,1891.835,8,2024-05-12 03:21:52,176,1,potatoes,fruits & vegetables,27,27941.34,0.002537974115268,28.0,1.43,0
3,786.85,2024-03-01 21:18:19,2024-03-01 21:35:19,2024-03-01 21:32:19,On Time,3395.38,Cash,bread,dairy & breakfast,"bains, deol and vaidya",786.85,983.56,20.0,7,19,89,-3.0,4.07,On Time,21,4,0,3,8842.439999999999,2947.48,6,2024-11-01 02:59:02,3,1,bread,dairy & breakfast,43,40946.15,0.0037192299589025,-3.0,4.07,0
3,229.38,2024-01-07 15:10:40,2024-01-07 15:21:40,2024-01-07 15:31:40,Slightly Delayed,2680.81,Wallet,instant noodles,instant & frozen food,dar-kumar,229.38,382.3,40.0,180,19,70,10.0,0.8,Slightly Delayed,15,6,1,5,13237.19,2647.438,12,2024-11-03 07:53:59,1,1,instant noodles,instant & frozen food,35,35697.35,0.0032424697700132,10.0,0.8,0
2,98.32,2024-10-05 00:02:57,2024-10-05 00:22:57,2024-10-05 00:24:57,On Time,1039.47,Cash,pet treats,pet care,"minhas, kapoor and sethi",98.32,151.26,35.0,365,27,95,2.0,1.28,On Time,0,5,1,4,10977.92,2744.48,7,2024-10-31 18:23:21,4,1,pet treats,pet care,36,51359.59,0.0046651058965238,2.0,1.28,0
2,277.76,2024-05-18 13:05:12,2024-05-18 13:17:12,2024-05-18 13:38:12,Significantly Delayed,2292.32,Wallet,toilet cleaner,household care,saha-vora,277.76,370.35,25.0,365,23,71,21.0,4.91,Significantly Delayed,13,5,1,3,9399.95,3133.316666666667,6,2024-08-08 15:42:46,88,1,toilet cleaner,household care,36,35908.36,0.0032616362780641,21.0,4.91,0
3,22.14,2023-09-28 12:41:47,2023-09-28 12:57:47,2023-09-28 12:55:47,On Time,3025.66,Wallet,dish soap,household care,"arya, sundaram and pingle",22.14,29.52,25.0,365,15,57,-2.0,0.93,On Time,12,3,0,3,3794.69,1264.8966666666663,8,2024-10-26 18:11:47,9,1,dish soap,household care,34,31553.05,0.0028660337749641,-2.0,0.93,0
1,949.73,2023-12-30 06:17:00,2023-12-30 06:36:00,2023-12-30 06:35:00,On Time,2918.27,Cash,soap,personal care,"kadakia, mohan and sathe",949.73,1461.12,35.0,365,21,98,-1.0,4.04,On Time,6,5,1,4,5704.54,1426.135,8,2023-12-30 06:17:00,310,1,soap,personal care,36,33511.23,0.0030438996236684,-1.0,4.04,0
2,530.85,2023-09-05 02:48:56,2023-09-05 03:05:56,2023-09-05 03:05:56,On Time,4108.93,Wallet,pain reliever,pharmacy,"batra, sant and mandal",530.85,663.56,20.0,365,29,63,0.0,3.61,On Time,2,1,0,2,5191.6900000000005,2595.8450000000003,5,2024-09-30 09:24:51,35,1,pain reliever,pharmacy,50,64400.84,0.0058496716664811,0.0,3.61,0
3,400.92,2024-01-28 04:18:04,2024-01-28 04:29:04,2024-01-28 04:33:04,On Time,1394.71,UPI,lotion,personal care,"mannan, naidu and sama",400.92,616.8,35.0,365,17,100,4.0,1.29,On Time,4,6,1,4,4434.17,1108.5425,7,2024-08-05 02:30:30,91,1,lotion,personal care,36,42972.89,0.0039033232650352,4.0,1.29,0
3,217.4,2023-05-07 13:19:59,2023-05-07 13:31:59,2023-05-07 13:35:59,On Time,545.35,Wallet,cough syrup,pharmacy,edwin and sons,217.4,271.75,20.0,365,22,82,4.0,2.27,On Time,13,6,1,5,6442.24,1288.448,9,2024-02-10 07:50:22,268,1,cough syrup,pharmacy,39,34055.54,0.0030933405127124,4.0,2.27,0
2,319.8,2024-03-01 05:42:55,2024-03-01 05:59:55,2024-03-01 06:02:55,On Time,2339.17,Card,lotion,personal care,munshi-grewal,319.8,492.0,35.0,365,19,75,3.0,3.85,On Time,5,4,0,2,5944.700000000001,2972.3500000000004,4,2024-05-03 18:08:17,185,1,lotion,personal care,44,60130.82,0.0054618162439539,3.0,3.85,0
